"id","codigo_prc","codigo_alt","codigo_man","codigo_gru","codigo_qui","valor_unid","numero_uni","identifica","nom_proced","valor_tar1","valor_tar6","codigo_liq","codigo_rip","estado_act"
"3596","103202","103202","3","0","0","100","0","N","ABLACION DE LESION O TEJIDO DE CONJUNTIVA  POR FOTOCOAGULACION  LASER","154905","0","H","41",
"3597","128403","128403","3","0","0","0","0","N","RESECCION DE TUMOR DE LA ESCLEROTICA  POR FOTOCOAGULACION  LASER","154905","0","H","41",
"3598","144103","144103","3","0","0","100","0",,"IDENTACION ESCLERAL CON IMPLANTACION  TAMPONAMIENTO INTERNO CON GAS  NEUMORETINOPEXIA  Y FOTOCOAGULACION  LASER","0","0","Q1","45",
"3599","136501","136501","3","0","0","100","0",,"CAPSULOTOMIA","0","0","Q1","45",
"3600","131100","131100","3","0","0","100","0",,"EXTRACCION INTRACAPSULAR DE CRISTALINO SOD","0","0","Q1","45",
"3601","132200","132200","3","0","0","100","0",,"EXTRACCION EXTRACAPSULAR DE CRISTALINO POR ASPIRACION SOD","0","0","Q1","45",
"3602","132400","132400","3","0","0","100","0",,"EXTRACCION EXTRACAPSULAR DE CRISTALINO EN PRESENCIA DE AMPOLLA FILTRANTE PREVIA SOD","0","0","Q1","45",
"3603","137100","137100","3","0","0","100","0",,"EXTRACCION EXTRACAPSULAR DE CRISTALINO CON IMPLANTE DE LENTE  INTRAOCULAR SUTURADO SOD","0","0","Q1","45",
"3604","138100","138100","3","0","0","100","0",,"EXTRACCION DE LENTE INTRAOCULAR  PSEUDOCRISTALINO  SOD","0","0","H","45",
"3605","137200","137200","3","0","0","100","0",,"IMPLANTE DE LENTE  INTRAOCULAR SECUNDARIO SOD","0","0","Q1","45",
"3606","132300","132300","3","0","0","100","0",,"EXTRACCION EXTRACAPSULAR DE CRISTALINO POR  FACOEMULSIFICACION SOD","0","0","Q1","45",
"3607","146100","146100","3","0","0","100","0",,"RETIRO DE  MATERIAL IMPLANTADO DEL SEGMENTO POSTERIOR DE OJO SOD","0","0","Q1","45",
"3608","147401","147401","3","0","0","100","0",,"VITRECTOMIA VIA POSTERIOR  CON INSERCION DE SILICON O GASES     136","0","0","Q1","45",
"3609","891508","891508","3","0","0","100","0","N","NEUROCONDUCCION POR CADA EXTREMIDAD  UNO O MAS NERVIOS","18225","0","H","41",
"3610","930860","930860","3","0","0","100","0","N","ELECTROMIOGRAFIA EN CADA EXTREMIDAD  UNO O MAS MUSCULOS","22000","0","H","41",
"3611","891502","891502","3","0","0","100","0","N","REFLEJO NEUROLOGICO PALPEBRAL  ONDAS  F  Y/O  H      24","43390","0","H","41",
"3612","930820","930820","3","0","0","100","0","N","ELECTROMIOGRAFIA EN CARA     272","84530","0","H","41",
"3613","930801","930801","3","0","0","100","0","N","ELECTROMIOGRAFIA CON ELECTRODO DE FIBRA UNICA     273","47410","0","H","41",
"3614","930810","930810","3","0","0","100","0","N","ELECTROMIOGRAFIA LARINGEA","68840","0","H","41",
"3615","893600","893600","3","0","0","0","0","N","ELECTROMIOGRAFIA DE ESFINTER ANAL SOD","31350","0","H","41",
"3616","952301","952301","3","0","0","100","0","N","POTENCIALES EVOCADOS  VISUALES   UNI O BILATERALES","49895","0","H","41",
"3617","954622","954622","3","0","0","100","0","N","POTENCIALES  EVOCADOS AUDITIVOS DE TALLO CEREBRAL     24","51505","0","H","41",
"3618","954621","954621","3","0","0","100","0","N","POTENCIALES  EVOCADOS AUDITIVOS     24","59275","0","H","41",
"3619","147301","147301","3","0","0","100","0",,"VITRECTOMIA VIA ANTERIOR CON VITRIOFAGO","0","0","Q1","45",
"3620","891530","891530","3","0","0","100","0","N","POTENCIALES EVOCADOS  SOMATOSENSORIALES     275","59075","0","H","41",
"3621","891511","891511","3","0","0","100","0","N","PRUEBA DE ESTIMULO REPETITIVO  LAMBERT","31980","0","H","41",
"3622","891503","891503","3","0","0","100","0","N","REFLEJO NEUROLOGICO TRIGEMINO FACIAL","31980","0","H","41",
"3623","891507","891507","3","0","0","0","0","N","REFLEJOS NEUROLOGICOS  BULBO CAVERNOSO","18100","0","H","41",
"3624","053301","053301","3","0","0","100","0","N","GANGLIOLISIS EN GANGLIOS SIMPATICOS  POR RADIOFRECUENCIA O FENOLIZACION","22705","0","H","41",
"3625","053303","053303","3","0","0","100","0","N","GANGLIOLISIS EN GANGLIOS PARAVERTEBRALES  POR RADIOFRECUENCIA O FENOLIZACION","22705","0","H","41",
"3626","891510","891510","3","0","0","100","0","N","PRUEBA COMPLETA CON TENSILON     276","19635","0","H","41",
"3627","048200","048200","3","0","0","100","0","N","INYECCION DE ANESTESIA DENTRO DE NERVIO PERIFERICO CON FINES ANALGESICOS SOD","30985","0","H","41",
"3628","147402","147402","3","0","0","100","0",,"VITRECTOMIA VIA POSTERIOR CON RETINOPEXIA","0","0","Q1","45",
"3629","053105","053105","3","0","0","100","0","N","BLOQUEO DE UNION MIONEURAL     65","30985","0","H","41",
"3630","911105","911105","3","0","0","100","0","N","PROCESAMIENTO DE LA UNIDAD DE CRIOPRECIPITADO","13980","0","H","41",
"3631","911102","911102","3","0","0","100","0","N","PROCESAMIENTO DE LA UNIDAD DE CONCENTRADO DE PLAQUETAS  EST┴NDAR","23975","0","H","41",
"3632","911103","911103","3","0","0","100","0","N","PROCESAMIENTO DE LA UNIDAD DE CONCENTRADO DE PLAQUETAS DELEUCOCITADOS  EST┴NDAR      408","26375","0","H","41",
"3633","911111","911111","3","0","0","100","0","N","PROCESAMIENTO DE LA UNIDAD DE PLASMA FRESCO","16510","0","H","41",
"3634","911106","911106","3","0","0","100","0","N","PROCESAMIENTO DE LA UNIDAD DE GLOBULOS ROJOS O ERITROCITOS  EST┴NDAR","116165","0","H","41",
"3635","911107","911107","3","0","0","100","0","N","PROCESAMIENTO DE LA UNIDAD DE GLOBULOS ROJOS O ERITROCITOS DELEUCOCITADOS    408","127780","0","H","41",
"3636","911101","911101","3","0","0","100","0","N","PROCESAMIENTO DE LA UNIDAD DE AUTOTRANSFUSION  PREDEPOSITO","122690","0","H","41",
"3637","911112","911112","3","0","0","100","0","N","PROCESAMIENTO DE LA UNIDAD DE SANGRE TOTAL","122690","0","H","41",
"3638","911202","911202","3","0","0","100","0","N","PROCESAMIENTO DE  CONCENTRADO DE LEUCOCITOS POR AFERESIS O LEUCOFERESIS","276985","0","H","41",
"3639","911201","911201","3","0","0","100","0","N","PROCESAMIENTO DE CONCENTRADO DE PLAQUETAS POR AFERESIS O PLAQUETOFERESIS     277","255750","0","H","41",
"3640","911108","911108","3","0","0","100","0","N","PROCESAMIENTO DE LA UNIDAD DE GLOBULOS ROJOS O ERITROCITOS IRRADIADOS","211705","0","H","41",
"3641","911110","911110","3","0","0","100","0","N","PROCESAMIENTO DE LA UNIDAD DE GLOBULOS ROJOS O ERITROCITOS LAVADOS","198875","0","H","41",
"3642","911302","911302","3","0","0","100","0","N","PLASMAFERESIS TERAPEUTICA O DE RECAMBIO","276985","0","H","41",
"3643","911204","911204","3","0","0","100","0","N","SEPARACION DE CELULAS PROGENITORAS PARA TRANSPLANTE","319450","0","H","41",
"3644","911301","911301","3","0","0","100","0","N","CITAFERESIS REDUCTIVA  LEUCOCITOS  ERITROCITOS O PLAQUETAS","211455","0","H","41",
"3645","912001","912001","3","0","0","100","0","N","APLICACION DE LA UNIDAD DE CRIOPRECIPITADO     409","7765","0","H","41",
"3646","912003","912003","3","0","0","100","0","N","APLICACION DE LA UNIDAD DE PLAQUETAS     409","7765","0","H","41",
"3647","912002","912002","3","0","0","100","0","N","APLICACION DE LA UNIDAD DE GLOBULOS ROJOS O ERITROCITOS","18800","0","H","41",
"3648","912004","912004","3","0","0","100","0","N","APLICACION DE LA UNIDAD DE SANGRE TOTAL","18800","0","H","41",
"3649","912005","912005","3","0","0","100","0","N","APLICACION DE PLASMA FRESCO O CONGELADO","18800","0","H","41",
"3650","912012","912012","3","0","0","0","0","N","TRANSFUSION AUTOLOGA POR OBTENCION MECANICA INTRAOPERATORIA  CELL SAVER","558615","0","H","41",
"3651","912011","912011","3","0","0","0","0","N","HEMODILUCION NORMOVOLEMICA INTRAOPERATORIA","125905","0","H","41",
"3652","389900","389900","3","0","0","100","0","N","FLEBOTOMIA TERAPEUTICA SOD","29560","0","H","41",
"3653","180100","180100","3","0","0","100","0",,"DRENAJE DE  COLECCION DE PABELLON AURICULAR SOD","0","0","H","45",
"3654","180200","180200","3","0","0","100","0",,"DRENAJE DE  COLECCION DE CONDUCTO AUDITIVO EXTERNO SOD","0","0","H","45",
"3655","310103","310103","3","0","0","100","0","N","INYECCION PERCUTANEA EN PLIEGUE VOCAL DE TOXINA BOTULINICA     198","145780","0","H","41",
"3656","310104","310104","3","0","0","100","0","N","INYECCION ENDOSCOPICA INTRALARINGEA DE TOXINA BOTULINICA     198","145780","0","H","41",
"3657","180300","180300","3","0","0","100","0",,"EXTRACCION DE CUERPO EXTRAÐO DE CONDUCTO AUDITIVO EXTERNO  CON INCISION SOD","0","0","H","45",
"3658","182200","182200","3","0","0","100","0",,"RESECCION DE APENDICE PREAURICULAR SOD","0","0","H","45",
"3659","182100","182100","3","0","0","100","0",,"RESECCION DE FISTULA O QUISTE PREAURICULAR SOD","0","0","H","45",
"3660","881431","881431","3","0","0","100","0","N","ECOGRAFIA  ULTRASONOGRAFIA OBSTETRICA  TRANSABDOMINAL","17925","0","H","41",
"3661","881431","881431","3","0","0","100","0","N","ULTRASONOGRAFIA OBSTETRICA  TRANSABDOMINAL","17925","0","H","41",
"3662","881434","881434","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA OBSTETRICA CON PERFIL BIOFISICO","25945","0","H","41",
"3663","881318","881318","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DE RECTO","13865","0","H","41",
"3664","881402","881402","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA PELVICA GINECOLOGICA  TRANSABDOMINAL","13865","0","H","41",
"3665","881401","881401","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA PELVICA GINECOLOGICA TRANSVAGINAL","22935","0","H","41",
"3666","881432","881432","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA OBSTETRICA TRANSVAGINAL","22935","0","H","41",
"3667","881306","881306","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DE   HIGADO  PANCREAS  VIA BILIAR Y VESICULA","25770","0","H","41",
"3668","881331","881331","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DE RIÐONES  BAZO  AORTA O ADRENALES","25770","0","H","41",
"3669","881131","881131","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DIAGNOSTICA DE GLANDULAS SALIVALES CON TRANSDUCTOR DE 7 MHZ O MAS","23975","0","H","41",
"3670","881141","881141","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DIAGNOSTICA DE TIROIDES CON TRANSDUCTOR DE 7 MHZ O MAS","23975","0","H","41",
"3671","881510","881510","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA TESTICULAR CON TRANSDUCTOR DE 7 MHZ O MAS","23975","0","H","41",
"3672","881521","881521","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DE PENE CON TRANSDUCTOR DE 7 MHZ O MAS","23975","0","H","41",
"3673","881301","881301","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DIAGNOSTICA DE TEJIDOS BLANDOS DE PARED ABDOMINAL Y DE PELVIS","30190","0","H","41",
"3674","881601","881601","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DE TEJIDOS BLANDOS EN LAS EXTREMIDADES SUPERIORES CON TRANSDUCTOR DE 7 MHZ O MAS","30190","0","H","41",
"3675","881602","881602","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DE TEJIDOS BLANDOS EN LAS EXTREMIDADES INFERIORES CON TRANSDUCTOR DE 7 MHZ O MAS","30190","0","H","41",
"3676","881610","881610","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA ARTICULAR DE  HOMBRO","28115","0","H","41",
"3677","881620","881620","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA ARTICULAR DE RODILLA","28115","0","H","41",
"3678","881630","881630","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA ARTICULAR DE PELVIS  CADERA","28115","0","H","41",
"3679","881240","881240","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DIAGNOSTICA DE TORAX  PERICARDIO O PLEURA","23235","0","H","41",
"3680","881201","881201","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DIAGNOSTICA  DE  MAMA  CON TRANSDUCTOR DE 7 MHZ O MAS","28115","0","H","41",
"3681","881112","881112","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DIAGNOSTICA CEREBRAL TRANSFONTANELAR CON TRANSDUCTOR DE 7 MHZ O MAS","35170","0","H","41",
"3682","881313","881313","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DE ABDOMEN  PILORO","22650","0","H","41",
"3683","881502","881502","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DE PROSTATA TRANSRECTAL","57625","0","H","41",
"3684","881332","881332","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DE VIAS URINARIAS  RIÐONES  VEJIGA Y PROSTATA TRANSABDOMINAL      62","30190","0","H","41",
"3685","881501","881501","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DE PROSTATA TRANSABDOMINAL     62","30190","0","H","41",
"3686","182300","182300","3","0","0","100","0",,"RESECCION DE QUISTE DE PABELLON AURICULAR SOD","0","0","H","45",
"3687","183101","183101","3","0","0","100","0",,"RESECCION DE TUMOR BENIGNO DE CONDUCTO AUDITIVO EXTERNO","0","0","H","45",
"3688","183102","183102","3","0","0","100","0",,"AURICULECTOMIA PARCIAL","0","0","H","45",
"3689","183103","183103","3","0","0","100","0",,"AURICULECTOMIA TOTAL","0","0","H","45",
"3690","183104","183104","3","0","0","100","0",,"AURICULECTOMIA   PARCIAL O TOTAL   CON RESECCION PARCIAL O TOTAL DEL HUESO TEMPORAL","0","0","H","45",
"3691","202101","202101","3","0","0","100","0",,"DRENAJE DE  COLECCION DE MASTOIDES","0","0","H","45",
"3692","184100","184100","3","0","0","100","0",,"SUTURA DE LACERACION DE PABELLON AURICULAR SOD","0","0","H","45",
"3693","186200","186200","3","0","0","100","0",,"RECONSTRUCCION DE MEATO AUDITIVO EXTERNO SOD","0","0","H","45",
"3694","881360","881360","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA PELVICA CON ANALISIS DOPPLER ACR","41155","0","H","41",
"3695","881362","881362","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DE MASAS DE TEJIDOS BLANDOS DE ABDOMEN CON ANALISIS DOPPLER","126475","0","H","41",
"3696","881403","881403","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA PELVICA GINECOLOGICA  ESTUDIO INTEGRAL FOLICULAR CON ECO VAGINAL  TRANSDUCTOR DE 7 MHZ O MAS","48405","0","H","41",
"3697","881305","881305","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DE ABDOMEN SUPERIOR  HIGADO  PANCREAS  VIAS BILIARES  RIÐONES  BAZO Y GRANDES VASOS","40950","0","H","41",
"3698","881340","881340","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DE ABDOMEN  MASAS ABDOMINALES Y DE RETROPERITONEO     254","40950","0","H","41",
"3699","881302","881302","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DE ABDOMEN TOTAL   HIGADO  PANCREAS  VESICULA  VIAS BILIARES  RIÐONES  BAZO  GRANDES VASOS  PELVIS Y FLANCOS","51540","0","H","41",
"3700","882298","882298","3","0","0","100","0","N","DOPPLER  OBSTETRICO CON EVALUACION DE CIRCULACION PLACENTARIA","41580","0","H","41",
"3701","882210","882210","3","0","0","100","0","N","DOPPLER DE  AORTA ABDOMINAL","85150","0","H","41",
"3702","882211","882211","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE AORTA ABDOMINAL","85150","0","H","41",
"3703","882212","882212","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE AORTA ABDOMINAL  A COLOR","110695","0","H","41",
"3704","882250","882250","3","0","0","100","0","N","DOPPLER DE  VENA CAVA","85150","0","H","41",
"3705","882251","882251","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE VENA CAVA","85150","0","H","41",
"3706","882252","882252","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE VENA CAVA A COLOR","110695","0","H","41",
"3707","882291","882291","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  CON EVALUACION DE FLUJO SANGUINEO EN MASAS ABDOMINALES","85150","0","H","41",
"3708","882293","882293","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  CON EVALUACION DE FLUJO SANGUINEO EN MASAS PELVICAS","85150","0","H","41",
"3709","882295","882295","3","0","0","0","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  CON EVALUACION DE FLUJO SANGUINEO EN HIPERTENSION PORTAL","77480","0","H","41",
"3710","882110","882110","3","0","0","100","0","N","DOPPLER DE VASOS DEL CUELLO  CAROTIDAS  VERTEBRALES  YUGULAR","69805","0","H","41",
"3711","882111","882111","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE VASOS DEL CUELLO  CAROTIDAS  VERTEBRALES  YUGULAR","69805","0","H","41",
"3712","882112","882112","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE VASOS DELCUELLO  CAROTIDAS  VERTEBRALES  YUGULAR  A COLOR","90747","0","H","41",
"3713","882130","882130","3","0","0","100","0","N","DOPPLER  DE OTROS VASOS PERIFERICOS DEL CUELLO NCOC **","69805","0","H","41",
"3714","882131","882131","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE OTROS VASOS PERIFERICOS DEL CUELLO NCOC","69805","0","H","41",
"3715","882132","882132","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE OTROS VASOS PERIFERICOS DEL CUELLO A COLOR  NCOC","69805","0","H","41",
"3716","882101","882101","3","0","0","100","0","N","DOPPLER TRANSCRANEAL","105715","0","H","41",
"3717","882102","882102","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  TRANSCRANEAL","105715","0","H","41",
"3718","882103","882103","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  TRANSCRANEAL A COLOR","137430","0","H","41",
"3719","882310","882310","3","0","0","100","0","N","DOPPLER DE VASOS ARTERIALES DE MIEMBROS SUPERIORES","94475","0","H","41",
"3720","882312","882312","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA   DE VASOS ARTERIALES DE MIEMBROS SUPERIORES","94475","0","H","41",
"3721","882330","882330","3","0","0","100","0","N","DOPPLER DE VASOS ARTERIALES DE MIEMBROS INFERIORES","94475","0","H","41",
"3722","882332","882332","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA   DE VASOS ARTERIALES DE MIEMBROS INFERIORES","94475","0","H","41",
"3723","882334","882334","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA   DE VASOS ARTERIALES DE MIEMBROS INFERIORES A COLOR","94475","0","H","41",
"3724","882311","882311","3","0","0","100","0","N","DOPPLER DE VASOS VENOSOS DE MIEMBROS SUPERIORES","81750","0","H","41",
"3725","882313","882313","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE VASOS VENOSOS DE MIEMBROS SUPERIORES A COLOR","106275","0","H","41",
"3726","882331","882331","3","0","0","100","0","N","DOPPLER DE VASOS VENOSOS DE MIEMBROS INFERIORES","81750","0","H","41",
"3727","882333","882333","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA   DE VASOS VENOSOS DE MIEMBROS INFERIORES","81750","0","H","41",
"3728","881511","881511","3","0","0","100","0","N","ULTRASONOGRAFIA TESTICULAR  CON ANALISIS DOPPLER","36175","0","H","41",
"3729","882271","882271","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA   DE VASOS DEL PENE","36175","0","H","41",
"3730","882281","882281","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE VASOS ESCROTALES","36175","0","H","41",
"3731","882610","882610","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA   DE RIÐON TRASPLANTADO","48545","0","H","41",
"3732","882611","882611","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA   DE RIÐON TRASPLANTADO A COLOR","63109","0","H","41",
"3733","882600","882600","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA   DE OTROS ORGANOS TRANSPLANTADOS SOD","59180","0","H","41",
"3734","881118","881118","3","0","0","100","0","N","ULTRASONOGRAFIA DIAGNOSTICA CEREBRAL TRANSFONTANELAR CON ANALISIS DOPPLER","75585","0","H","41",
"3735","882105","882105","3","0","0","0","0","N","DOPPLER TRANSCRANEAL  CON MONITOREO DE 24 HORAS","237925","0","H","41",
"3736","951321","951321","3","0","0","0","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE VASOS OCULARES  ARTERIA Y VENA CENTRAL DE RETINA  ARTERIA OFTALMICA Y VASOS CILIARES  A COLOR","90636","0","H","41",
"3737","882201","882201","3","0","0","100","0","N","DOPPLER DE VASOS ABDOMINALES Y/O PELVICOS NCOC **","69805","0","H","41",
"3738","882202","882202","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE VASOS ABDOMINALES Y/O PELVICOS NCOC  **","69805","0","H","41",
"3739","882203","882203","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE VASOS ABDOMINALES Y/O PELVICOS NCOC A COLOR","90747","0","H","41",
"3740","882220","882220","3","0","0","100","0","N","DOPPLER DE  VASOS RENALES","69805","0","H","41",
"3741","882221","882221","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE ARTERIAS RENALES","69805","0","H","41",
"3742","882222","882222","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE ARTERIAS RENALES A COLOR","90747","0","H","41",
"3743","882230","882230","3","0","0","100","0","N","DOPPLER DE  ARTERIAS MESENTERICAS","69805","0","H","41",
"3744","882231","882231","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE ARTERIAS MESENTERICAS","69805","0","H","41",
"3745","882232","882232","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE ARTERIAS MESENTERICAS A COLOR","90747","0","H","41",
"3746","882240","882240","3","0","0","100","0","N","DOPPLER DE TRONCO CELIACO","69805","0","H","41",
"3747","882241","882241","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE TRONCO CELIACO","69805","0","H","41",
"3748","882242","882242","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE TRONCO CELIACO A COLOR","90747","0","H","41",
"3749","882260","882260","3","0","0","100","0","N","DOPPLER DE ARTERIAS ILIACAS","69805","0","H","41",
"3750","882261","882261","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE ARTERIAS ILIACAS","69805","0","H","41",
"3751","882262","882262","3","0","0","100","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  DE ARTERIAS ILIACAS  A COLOR","90747","0","H","41",
"3752","187100","187100","3","0","0","100","0",,"RECONSTRUCCION DE PABELLON AURICULAR SOD","0","0","H","45",
"3753","951800","951800","3","0","0","100","0","N","OCULOPLETISMOGRAFIA SOD","41580","0","H","41",
"3754","882305","882305","3","0","0","100","0","N","PLETISMOGRAFIA DE VASOS  ARTERIALES EN MIEMBROS SUPERIORES","41580","0","H","41",
"3755","882306","882306","3","0","0","100","0","N","PLETISMOGRAFIA DE VASOS  VENOSOS EN MIEMBROS SUPERIORES","41580","0","H","41",
"3756","882325","882325","3","0","0","100","0","N","PLETISMOGRAFIA DE VASOS  ARTERIALES EN MIEMBROS INFERIORES","41580","0","H","41",
"3757","882326","882326","3","0","0","100","0","N","PLETISMOGRAFIA DE VASOS  VENOSOS EN MIEMBROS INFERIORES","41580","0","H","41",
"3758","882350","882350","3","0","0","100","0","N","PLETISMOGRAFIA VENOSA CUANTITATIVA DE MIEMBROS INFERIORES  APG","41580","0","H","41",
"3759","882340","882340","3","0","0","100","0","N","PLETISMOGRAFIA ARTERIAL DE MIEMBROS INFERIORES  POST EJERCICIO","70680","0","H","41",
"3760","882270","882270","3","0","0","100","0","N","PLETISMOGRAFIA ARTERIAL PENEANA","41580","0","H","41",
"3761","882390","882390","3","0","0","0","0","N","MEDICION DE PRESIONES SEGMENTARIAS E INDICES ARTERIALES CON DOPPLER","70680","0","H","41",
"3762","881220","881220","3","0","0","100","0","N","ECOGRAFIA  GUIA ECOGRAFICA PARA PROCEDIMIENTOS DIAGNOSTICOS DE  MAMA-ACR","35350","0","H","41",
"3763","881390","881390","3","0","0","100","0","N","ECOGRAFIA ULTRASONOGRAFIA DEL ABDOMEN Y PELVIS COMO GUIA DE PROCEDIMIENTO QUIRURGICO O INTERVENCIONISTA     55","31985","0","H","41",
"3764","881410","881410","3","0","0","0","0","N","ECOGRAFIA ULTRASONOGRAFIA PELVICA GINECOLOGICA  HISTEROSONOGRAFIA O HISTEROSALPINGOSONOGRAFIA     203","57020","0","H","41",
"3765","882840","882840","3","0","0","0","0","N","DUPLEX SCANNING  DOPPLER- ECOGRAFIA  COMO GUIA EN COLOCACION DE CATETERES","100710","0","H","41",
"3766","883101","883101","3","0","0","100","0","N","RESONANCIA NUCLEAR MAGNETICA DE CEREBRO","366035","0","H","41",
"3767","883103","883103","3","0","0","100","0","N","RESONANCIA NUCLEAR MAGNETICA DE ORBITAS","366035","0","H","41",
"3768","883102","883102","3","0","0","100","0","N","RESONANCIA NUCLEAR MAGNETICA DE BASE DE CRANEO-SILLA TURCA","366035","0","H","41",
"3769","883210","883210","3","0","0","100","0","N","RESONANCIA NUCLEAR MAGNETICA DE COLUMNA CERVICAL SIMPLE","366035","0","H","41",
"3770","883220","883220","3","0","0","100","0","N","RESONANCIA NUCLEAR MAGNETICA DE COLUMNA TORACICA SIMPLE","366035","0","H","41",
"3771","883230","883230","3","0","0","100","0","N","RESONANCIA NUCLEAR MAGNETICA DE COLUMNA LUMBOSACRA SIMPLE","366035","0","H","41",
"3772","883301","883301","3","0","0","100","0","N","RESONANCIA NUCLEAR MAGNETICA DE TORAX PROYECCIONES PA Y LATERAL","366035","0","H","41",
"3773","883302","883302","3","0","0","100","0","N","RESONANCIA NUCLEAR MAGNETICA DE TORAX CON PROYECCIONES DECUBITO LATERAL O CON BUCKY","366035","0","H","41",
"3774","883304","883304","3","0","0","100","0","N","RESONANCIA NUCLEAR MAGNETICA DE TORAX PROYECCIONES PA Y LATERAL  CON FLUOROSCOPIA","455995","0","H","41",
"3775","883306","883306","3","0","0","100","0","N","RESONANCIA NUCLEAR MAGNETICA DE TORAX Y APARATO CARDIOVASCULAR","366035","0","H","41",
