"id","codigo_cum","codigo_atc","codigo_tip","clase_prod","clase_apli","nombre_far","nombre_gen","presentacion","unidad_med","unidad_int","concentrac","via_admini","referencia","reg_invima","valor_cost","valor_coiv","valor_vent","codtip_ser","porce_iva","porce_incr","saldo_actu","idcod_cent","realizar_m","estado_act"
"314","J01MA02","J01MA02","1","1","1","CIPROFLOXACINA 500MG TABLETA","CIPROFLOXACINA 500MG TABLETA","TABLETA","MG",,"500",,,,"215","0","241","0","0","12","56","0",,
"315","N03AE01","N03AE01","1","1","1","CLONAZEPAM 0.5 MG TABLETA","CLONAZEPAM 0.5 MG TABLETA","TAB","MG",,"0.5",,,,"65","0","73","0","0","12","0","0",,
"316","19934941-05","N03AE01","1","1","1","CLONAZEPAM 2.0 MG TABLETA","CLONAZEPAM 2.0 MG TABLETA","TABLETA","MG",,"2.0",,,,"58","0","65","0","0","12","2358","0",,
"317","N03AE01","N03AE01","1","1","1","CLONAZEPAM 2.5MG/ML SOLUCIÓN ORAL X 20ML","CLONAZEPAM 2.5MG/ML SOLUCIÓN ORAL X 20ML","SOLUCION ORAL","MG/ML",,"2.5MG/ML",,,,"11970","0","13406","0","0","12","7","0",,
"318","N03AE01","N03AE01","1","1","1","CLONAZEPAM (RIVOTRIL)","CLONAZEPAM (RIVOTRIL)","TAB","MG",,,,,,"87600","0","98112","0","0","12","0","0",,
"319","C02AC01","C02AC01","1","1","1","CLONIDINA 150 MG TABLETA","CLONIDINA 150 MG TABLETA","TABLETA","MG",,"150",,,,"44","0","49","0","0","12","262","0",,
"320","R06A304","R06A304","1","1","1","CLORFENIRAMINA 4M TAB","CLORFENIRAMINA 4M TAB","TAB","MG",,"4",,,,"25","0","28","0","0","12","0","0",,
"321","G01AF02","G01AF02","1","1","1","CLOTRIMAZOL 1% TUBO DE 20 G CREMA TOPICA","CLOTRIMAZOL 1% TUBO DE 20 G CREMA TOPICA","CREMA","%",,"1",,,,"1060","0","1187","0","0","12","10","0",,
"322","G01AF02","G01AF02","1","1","1","CLOTRIMAZOL 1% CREMA VAGINAL X 40G","CLOTRIMAZOL 1% CREMA VAGINAL X 40G","CREMA","%",,"1% 40 G",,,,"2053","0","2299","0","0","12","5","0",,
"323","19941740-04","19941740-04","1","1","1","CLOZAPINA 100MG TABLETA","CLOZAPINA 100MG TABLETA","TABLETA","MG",,"100",,,,"66","0","74","0","0","12","1477","0",,
"324","S01CA03","S01CA03","1","1","1","COLIST NEOMI CORTIC FCO X 15 ML","COLIST NEOMI CORTIC FCO X 15 ML","GOTAS","MG",,,,,,"0","0","0","0","0","12","0","0",,
"325","501GX01","501GX01","1","1","1","CROMOGLICATO DE SODIO AI2% SOL OFTALM","CROMOGLICATO DE SODIO AI2% SOL OFTALM","GOTAS","MG",,"2",,,,"4100","0","4592","0","0","12","0","0",,
"326","501GX01","501GX01","1","1","1","CROMOGLICATO DE SODIO 2% SOL NASAL FCO","CROMOGLICATO DE SODIO 2% SOL NASAL FCO","GOTAS","MG",,"2",,,,"25000","0","28000","0","0","12","0","0",,
"327","D11AX98","D11AX98","1","1","1","CROTAMITON LOCION 10%","CROTAMITON LOCION 10%","FCO","%",,"10",,,,"6000","0","6720","0","0","12","0","0",,
"328","H02AB02","H02AB02","1","1","1","DEXAMETASONA 4MG/ML SOLUCIÓN INYECTABLE","DEXAMETASONA 4MG/ML SOLUCIÓN INYECTABLE","SOLUCION INYECTABLE","MG/ML",," 4MG/ML",,,,"356","0","399","0","0","12","32","0",,
"329","H02AB02","H02AB02","1","1","1","DEXAMETASONA 8MG/ML AMPOLLA","DEXAMETASONA 8MG/ML AMPOLLA","INY","MG",,,,,,"750","0","840","0","0","12","0","0",,
"330","B05BA01","B05BA01","1","1","1","DEXTROSA 10% SOLUCIÓN INYECTABLE X 500ML","DEXTROSA 10% SOLUCIÓN INYECTABLE X 500ML","BOLSA","%/ ML",,"500ML",,,,"2665","0","2985","0","0","12","2","0",,
"331","B05BA03","B05BA03","1","1","1","DEXTROSA AL 5 % EN AGUA DESTILADA USP 500 ML","DEXTROSA AL 5 % EN AGUA DESTILADA USP 500 ML","BOLSA","%",,,,,,"0","0","0","0","0","12","0","0",,"A"
"332","N05BA01","N05BA01","1","1","1","DIAZEPAM 10MG TABLETA","DIAZEPAM 10MG TABLETA","INY","MG",,"10",,,,"0","0","0","0","0","12","0","0",,
"333","19902446-05","M01AB05","1","1","1","DICLOFENACO 50MG TABLETA","DICLOFENACO 50MG TABLETA","TABLETA","MG",,"50",,,,"63","0","71","0","0","12","134","0",,
"334","00230149-05","M01AB05","1","1","1","DICLOFENACO 75MG/3ML SOLUCION INYECTABLE","DICLOFENACO 75MG/3ML SOLUCION INYECTABLE","INYECTABLE","MG/ML",,"75MG/3ML",,,,"290","0","325","0","0","12","43","0",,
"335","J01CF01","J01CF01","1","1","1","DICLOXACILINA 500MG CAPSULA","DICLOXACILINA 500MG CAPSULA","CAPSULA","MG",,"500",,,,"205","0","230","0","0","12","49","0",,
"336","R06AA02","R06AA02","1","1","1","DIFENHIDRAMINA 12.5MG/5ML JARABE X 120ML","DIFENHIDRAMINA 12.5MG/5ML JARABE X 120ML","JARABE","MG/ML",,"12.5MG/5ML",,,,"1973","0","2210","0","0","12","7","0",,
"337","19929219-02","R06AA02","1","1","1","DIFENHIDRAMINA 50MG CAPSULA","DIFENHIDRAMINA 50MG CAPSULA","CAPSULA","MG",,"50",,,,"105","0","118","0","0","12","515","0",,
"338","N02AA08","N02AA08","1","1","1","DIHIDROCODEINA JARABE 12.1 MG/5ML FCO X 120ML","DIHIDROCODEINA JARABE 12.1 MG/5ML FCO X 120ML","JARABE","MG/ML",,"12.1 MG/5ML",,,,"3184","0","3566","0","0","12","4","0",,
"339","N02BB02","N02BB02","1","1","1","DIPIRONA SODICA 2.5 G/5 ML","DIPIRONA SODICA 2.5 G/5 ML","INY","GR",,"2.5",,,,"1600","0","1792","0","0","12","0","0",,
"340","J01AA02","J01AA02","1","1","1","DOXICICLINA 100 MG CAPSULA","DOXICICLINA 100 MG CAPSULA","CAPSULA","MG",,"100",,,,"200","0","224","0","0","12","81","0",,
"341","00014960-02","C09AA02","1","1","1","ENALAPRIL 20MG TABLETA","ENALAPRIL 20MG TABLETA","TABLETA","MG",,"20",,,,"29","0","32","0","0","12","174","0",,
"342","00014960-02","C09AA02","1","1","1","ENALAPRIL 5MG TABLETA","ENALAPRIL 5MG TABLETA","TABLETA","MG",,"5",,,,"290","0","325","0","0","12","27","0",,
"343","-","-","1","0","1","ENEMA EVACUANTE BOLSA X 133 ML","ENEMA EVACUANTE BOLSA X 133 ML","TRTAVAD",,,,,,,"0","0","0","0","0","12","0","0",,
"344","A01AD01","A01AD01","1","1","1","EPINEFRINA(ADRENALINA)1MG/ML SOLUCIÓN INYECTABLE","EPINEFRINA(ADRENALINA)1MG/ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"1MG/ML",,,,"862","0","965","0","0","12","10","0",,
"345","101FA01","101FA01","1","1","1","ERITROMICINATAB-CAP 500MG","ERITROMICINATAB-CAP 500MG","CAP","MG",,"500",,,,"0","0","0","0","0","12","0","0",,"A"
"346","A02BC05","A02BC05","1","1","1","ESOMEPRAZOL 40MG TABLETA","ESOMEPRAZOL 40MG TABLETA","TAB","MG",,"40",,,,"200","0","224","0","0","12","0","0",,
"347","N03AB02","N03AB02","1","1","1","FENITOINA 250MG/5ML SOLUCIÓN INYECTABLE","FENITOINA 250MG/5ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"250MG/5ML",,,,"1312","0","1469","0","0","12","6","0",,
"348","N03AB02","N03AB02","1","1","1","FENITOINA 100 MG TABLETA","FENITOINA 100 MG TABLETA","TABLETA","MG",,"100",,,,"189","0","212","0","0","12","218","0",,
"349","J02AC01","J02AC01","1","1","1","FLUCONAZOL 200MG CAPSULA","FLUCONAZOL 200MG CAPSULA","TAB","MG",,"200MG",,,,"164","0","184","0","0","12","0","0",,
"350","00010815-02","N06AB03","1","1","1","FLUOXETINA 20MG CAPSULA","FLUOXETINA 20MG CAPSULA","CAPSULA","MG",,"20",,,,"91","0","230","0","0","12","3052","0",,
"351","19997602-02","N06AB03","1","1","1","FLUOXETINA 20MG/5ML JARABE X 70ML","FLUOXETINA 20MG/5ML JARABE X 70ML","JARABE","MG/ML",,"20MG/5ML",,,,"2800","0","3136","0","0","12","4","0",,
"352","C03CA01","C03CA01","1","1","1","FUROSEMIDA 20MG/2ML SOLUCIÓN INYECTABLE","FUROSEMIDA 20MG/2ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"20MG/2ML",,,,"220","0","246","0","0","12","105","0",,
"353","C03CA01","C03CA01","1","1","1","FUROSEMIDA 40MG TABLETA","FUROSEMIDA 40MG TABLETA","TABLETA","MG",,"40",,,,"64","0","72","0","0","12","90","0",,
"354","C10AB04","C10AB04","1","1","1","GEMFIBROZILO 600MG TABLETA","GEMFIBROZILO 600MG TABLETA","TABLETA","MG",,"600",,,,"142","0","159","0","0","12","39","0",,
"355","S01AA11","S01AA11","1","1","1","GENTAMICINA 0.3% SOLUCIÓN OFTALMICA X 6ML","GENTAMICINA 0.3% SOLUCIÓN OFTALMICA X 6ML","GOTAS","%",,"0.3",,,,"2667","0","4520","0","0","12","6","0",,
"356","J01GB03","J01GB03","1","1","1","GENTAMICINA 160MG/2ML SOLUCIÓN INYECTABLE","GENTAMICINA 160MG/2ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"160MG/2ML",,,,"638","0","715","0","0","12","10","0",,
"357","19999331-01","N05AD01","1","1","1","HALOPERIDOL 2MG/ML SOLUCIÓN X 15ML","HALOPERIDOL 2MG/ML SOLUCIÓN X 15ML","SOLUCION","MG/ML",,"2MG/ML",,,,"2119","0","2373","0","0","12","7","0",,
"358","N05AD01","N05AD01","1","1","1","HALOPERIDOL 5 MG TABLETA","HALOPERIDOL 5 MG TABLETA","TAB","MG",,"5",,,,"96","0","108","0","0","12","91","0",,
"359","N05AD01","N05AD01","1","1","1","HALOPERIDOL 5MG/5ML SOLUCIÓN INYECTABLE","HALOPERIDOL 5MG/5ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",," 5MG/5ML",,,,"1400","0","1383","0","0","12","46","0",,
"360","B01AB01","B01AB01","1","1","1","HEPARINA SODICA 5000UI/ML SOLUCIÓN INYECTABLE X 5M","HEPARINA SODICA 5000UI/ML SOLUCIÓN INYECTABLE X 5M","INYECTABLE","UI/ML",,"5000",,,,"11696","0","13100","0","0","12","10","0",,
"361","N05BB01","N05BB01","1","1","1","HIDROXICINA 100 MG AMP X 2 ML","HIDROXICINA 100 MG AMP X 2 ML","INY","MG",,"100",,,,"0","0","0","0","0","12","0","0",,
"362","000009813-05","C03AA03","1","1","1","HIDROCLOROTIAZIDA 25MG TABLETA","HIDROCLOROTIAZIDA 25MG TABLETA","TABLETA","MG",,"25",,,,"51","0","57","0","0","12","37","0",,
"363","D07AA02","D07AA02","1","1","1","HIDROCORTISONA 100MG (ACETATO)CREMA 1% TUBO 15GR","HIDROCORTISONA 100MG (ACETATO)CREMA 1% TUBO 15GR","CREMA","%",,"1",,,,"3700","0","4144","0","0","12","0","0",,"A"
"364","D07AA02","D07AA02","1","1","1","HIDROCORTISONA (ACETATO)CREMA 1% TUBO 15 GR","HIDROCORTISONA (ACETATO)CREMA 1% TUBO 15 GR","CREMA TOPICA","%",,"1",,,,"3600","0","4032","0","0","12","0","0",,"A"
"365","A02AF02","A02AF02","1","1","1","HIDROXIDO DE ALUMINIO 6.5% SUSP FCO X 360ML","HIDROXIDO DE ALUMINIO 6.5% SUSP FCO X 360ML","SUSP","%",,"6.5",,,,"5000","0","5600","0","0","12","0","0",,"A"
"366","19999957-04","A02AF02","1","1","1","HIDROXIDO DE ALUMINIO/MAGNESIO/SIMETICONA 4%+4%+0.","HIDROXIDO DE ALUMINIO/MAGNESIO/SIMETICONA 4%+4%+0.","SUSPENSION","%",," 4%+4%+0.4%",,,,"3500","0","3920","0","0","12","9","0",,
"367","A03DB04","A03DB04","1","1","1","HIOSCINA N-BUTIL BROMURO + DIPIRONA (0.02MG+2.5)G/","HIOSCINA N-BUTIL BROMURO + DIPIRONA (0.02MG+2.5)G/","JBE","MG",,"0.02",,,,"2400","0","2688","0","0","12","0","0",,"A"
"368","19955834-06","A03BB01","1","1","1","HIOSCINA NBUTILBROMURO 10MG TABLETA","HIOSCINA NBUTILBROMURO 10MG TABLETA","TABLETA","MG",,"10",,,,"320","0","358","0","0","12","66","0",,
"369","A03B301","A03B301","1","1","1","HIOSCINA N-BUTILBROMURO 20MG/ML SOLUCIÓN INYECTABL","HIOSCINA N-BUTILBROMURO 20MG/ML SOLUCIÓN INYECTABL","INYECTABLE","MG/ML",,"20MG/ML",,,,"1053","0","1179","0","0","12","27","0",,
"370","M01AE04","M01AE04","1","1","1","INSULINA GLARGINA 100U/ML SOLUCIÓN INYECTABLE X 10","INSULINA GLARGINA 100U/ML SOLUCIÓN INYECTABLE X 10","INYECTABLE","UI/ML",,"100U/ML",,,,"112860","0","126403","0","0","12","2","0",,
"371","00051330-06","M01AE01","1","1","1","IBUPROFENO 400MG TABLETA","IBUPROFENO 400MG TABLETA","TABLETA","MG",,"400",,,,"58","0","65","0","0","12","56","0",,
"372","A10AB01","A10AB01","1","1","1","INSULINA NPH 100UI/ML SOLUCIÓN INYECTABLE X 10ML","INSULINA NPH 100UI/ML SOLUCIÓN INYECTABLE X 10ML","INYECTABLE","UI/ML",,"100UI/ML",,,,"7618","0","8532","0","0","12","4","0",,
"373","19982506-01","R01AX03","1","1","1","IPRATROPIO BROMURO 0.02MG/DOSIS INHALADOR","IPRATROPIO BROMURO 0.02MG/DOSIS INHALADOR","INHALADOR","MG",,"0.02",,,,"8256","0","9247","0","0","12","6","0",,
"374","C01DA08","C01DA08","1","1","1","DINITRATO DE ISOSORBIDE 10MG TABLETA","DINITRATO DE ISOSORBIDE 10MG TABLETA","TABLETA","MG",,"10",,,,"41","0","46","0","0","12","60","0",,
"375","J01AB02","J01AB02","1","1","1","KETOCONAZOL 200 MG TABLETA","KETOCONAZOL 200 MG TABLETA","TAB","MG",,"200",,,,"350","0","392","0","0","12","0","0",,
"376","N03AX09","N03AX09","1","1","1","LAMOTRIGINA 100 MG TABLETA","LAMOTRIGINA 100 MG TABLETA","TABLETA","MG",,"100",,,,"424","0","475","0","0","12","139","0",,
"377","N03AX09","N03AX09","1","1","1","LAMOTRIGINA 25 MG DISPERS *REG INST","LAMOTRIGINA 25 MG DISPERS *REG INST","TAB","MG",,"25",,,,"0","0","0","0","0","12","0","0",,
"378",,,"2","2","1","LEFLUNOMIDA 20 MG TABLETA","LEFLUNOMIDA 20 MG TABLETA","TAB","MG",,"20",,,,"2900","0","3248","0","0","12","0","0",,"A"
"379","N05AA02","N05AA02","1","1","1","LEVOMEPROMAZINA 4% SOLUCIÓN ORAL X 20ML","LEVOMEPROMAZINA 4% SOLUCIÓN ORAL X 20ML","SOLUCION ORAL","%",,"4% X 20ML",,,,"7650","0","9707","0","0","12","22","0",,
"380","N05AA02","N05AA02","1","1","1","LEVOMEPROMAZINA 100 MG TABLETA","LEVOMEPROMAZINA 100 MG TABLETA","TAB","MG",,"100",,,,"400","0","367","0","0","12","167","0",,
"381","N05AA02","N05AA02","1","1","1","LEVOMEPROMAZINA 25 MG TABLETA","LEVOMEPROMAZINA 25 MG TABLETA","TABLETA","MG",,"25",,,,"485","0","543","0","0","12","56","0",,
"382","H03AA01","H03AA01","1","1","1","LEVOTIROXINA SODICA 100MCG TABLETA","LEVOTIROXINA SODICA 100MCG TABLETA","TABLETA","MG",,"100",,,,"37","0","41","0","0","12","199","0",,
"383","20007529-04","H03AA01","1","1","1","LEVOTIROXINA SODICA 50MCG TABLETA","LEVOTIROXINA SODICA 50MCG TABLETA","TABLETA","MG",,"50",,,,"29","0","32","0","0","12","227","0",,
"384","R02AD02","R02AD02","1","1","1","LIDOCAINA 2% JALEA X 30ML","LIDOCAINA 2% JALEA X 30ML","JALEA","%",,"2 X 30 ML",,,,"6400","0","7168","0","0","12","3","0",,
"385","N01BB52","N01BB52","1","1","1","LIDOCAINA 2% SIN EPINEFRINA SOLUCIÓN INYECTABLE X","LIDOCAINA 2% SIN EPINEFRINA SOLUCIÓN INYECTABLE X","INYECTABLE","%",,"2 % EN 50ML",,,,"6117","0","6851","0","0","12","4","0",,
"386","20018308-06","N05AN01","1","1","1","CARBONATO DE LITIO 300 MG TABLETA","LITIO CARBONATO 300 MG TABLETA","TABLETA","MG",,"300",,,,"153","0","171","0","0","12","877","0",,
"387","R06AX13","R06AX13","1","1","1","LORATADINA 10MG TABLETA","LORATADINA 10MG TABLETA","TABLETA","MG",,"10",,,,"26","0","29","0","0","12","97","0",,
"388","00227599-01","N05BA06","1","1","1","LORAZEPAM 2MG TABLETA","LORAZEPAM 2MG TABLETA","TABLETA","MG",,"2",,,,"92","0","103","0","0","12","2894","0",,
"389","20002216-09","C09CA01","1","1","1","LOSARTAN 50 MG TABLETA","LOSARTAN 50 MG TABLETA","TABLETA","MG",,"50",,,,"29","0","32","0","0","12","530","0",,
"390","C10AA02","C10AA02","1","1","1","LOVASTATINA 20MG TABLETA","LOVASTATINA 20MG TABLETA","TABLETA","MG",,"20",,,,"23","0","26","0","0","12","96","0",,
"391","G03AC06","G03AC06","1","1","1","MEDROXIPROGESTERONA+ESTRADIOL 25+5MG/0,5ML SLN INY","MEDROXIPROGESTERONA+ESTRADIOL 25+5MG/0,5ML SLN INY","INYECTABLE","MG/ML",,"25+5MG/0,5ML",,,,"3546","0","3972","0","0","12","22","0",,
"392","19905554-12","A10BA02","1","1","1","METFORMINA CLORHIDRATO 850MG TABLETA","METFORMINA CLORHIDRATO 850MG TABLETA","TABLETA","MG",,"850 MG",,,,"123","0","138","0","0","12","11","0",,
"393","M03BA03","M03BA03","1","1","1","METOCARBAMOL 750MG TABLETA","METOCARBAMOL 750MG TABLETA","TABLETA","MG",,"750",,,,"109","0","122","0","0","12","46","0",,
"394","A03FA01","A03FA01","1","1","1","METOCLOPRAMIDA 10MG/2ML SOLUCIÓN INYECTABLE","METOCLOPRAMIDA 10MG/2ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"10MG/2ML",,,,"216","0","242","0","0","12","40","0",,
"395","C07AB02","C07AB02","1","1","1","METOPROLOL 5MG/5ML SOLUCIÓN INYECTABLE","METOPROLOL 5MG/5ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"5MG/5ML",,,,"15357","0","17200","0","0","12","8","0",,
"396","19961415-01","CO7AB02","1","1","1","METOPROLOL 50MG TABLETA","METOPROLOL 50MG TABLETA","TABLETA","MG",,"50",,,,"26","0","29","0","0","12","197","0",,
"397","L01BA01","L01BA01","1","1","1","METOTREXATO TABLETAS X 2.5 MG","METOTREXATO TABLETAS X 2.5 MG","TAB","MG",,"2.5",,,,"790","0","885","0","0","12","0","0",,"A"
"398","G01AF01","G01AF01","1","1","1","METRONIDAZOL 500MG TABLETA","METRONIDAZOL 500MG TABLETA","TABLETA","MG",,"500 MG",,,,"70","0","78","0","0","12","0","0",,
"399","01983837-04","P01AB01","1","1","1","METRONIDAZOL 500 MG OVULO","METRONIDAZOL 500MG OVULO","OVULO","MG",,"500",,,,"380","0","426","0","0","12","7","0",,
"400","N05CD08","N05CD08","1","1","1","MEDAZOLAM 5 MG/5 ML (0.1%) AMPOLLA","MEDAZOLAM 5 MG/5 ML (0.1%) AMPOLLA","INY","MG",,"5",,,,"0","0","0","0","0","12","0","0",,"A"
"401","R05CB01","R05CB01","1","1","1","N-ACETILCISTEINA 600 MG SOBRE X 1.5 GR","NACETILCISTEINA 600 MG SOBRE X 1.5 GR","POLVO","MG",,"1.5",,,,"900","0","1008","0","0","12","0","0",,
"402","00017145-04","M01AE02","1","1","1","NAPROXENO 250MG TABLETA","NAPROXENO 250MG TABLETA","TABLETA","MG",,"250",,,,"130","0","146","0","0","12","52","0",,
"403","501AA20","501AA20","1","1","1","DEXAMETASONA+NEOMICINA+POLIMIXINA 1MG+3,5MG+6000UI","DEXAMETASONA+NEOMICINA+POLIMIXINA 1MG+3,5MG+6000UI","SUSPENSION OFT","MG/UI",,"1MG+3,5MG+6000UI",,,,"1934","0","2166","0","0","12","2","0",,
"404","C08CA05","C08CA05","1","1","2","NIFEDIPINO 10 MG CAPSULA","NIFEDIPINO 10 MG CAPSULA","CAP","MG",,"10",,,,"0","0","0","0","0","12","0","0",,
"405","A07AA02","A07AA02","1","1","1","NISTATINA SUS OR 100.000 U.I/ML","NISTATINA SUS OR 100.000 U.I/ML","SUSP","UI/ML",,"100000",,,,"5900","0","6608","0","0","12","0","0",,
"406","J01XE01","J01XE01","1","1","1","NITROFURANTOINA MACRO 100MG CAPSULA","NITROFURANTOINA MACRO 100MG CAPSULA","CAP","MG",,"100",,,,"220","0","246","0","0","12","0","0",,"A"
"407","D08AF99","D08AF99","1","1","1","NITROFURAZONA CREMA POTE X 500 GR","NITROFURAZONA CREMA POTE X 500 GR","CREMA","MG",,"100",,,,"70900","0","79408","0","0","12","0","0",,"A"
"408","J01MA06","J01MA06","1","1","1","NORFLOXACINA 400MG TABLETA","NORFLOXACINA 400MG TABLETA","TAB","MG",,"4",,,,"214","0","240","0","0","12","60","0",,
"409","N05AH03","N05AH03","1","1","1","OLANZAPINA 10 MG INYECTABLE","OLANZAPINA 10MG INYECTABLE","INYECTABLE","MG/ML",,"10",,,,"0","0","0","0","0","12","0","0",,
"410","29976269-01","29976269-01","1","1","1","OLANZAPINA 5 MG TABLETA","OLANZAPINA 5 MG TABLETA","TABLETA","MG",,"10",,,,"140","0","157","0","0","12","173","0",,
"411","00016478-02","A02BC01","1","1","1","OMEPRAZOL 20 MG CAPSULA","OMEPRAZOL 20MG CAPSULA","CAPSULA","MG",,"20",,,,"48","0","54","0","0","12","1797","0",,
"412","R01AA05","R01AA05","1","1","1","OXIMETAZOLINA HCL 0.025% SOL NASAL","OXIMETAZOLINA HCL 0.025% SOL NASAL","GOTAS","%",,"0.025",,,,"3400","0","3808","0","0","12","0","0",,"A"
"413","J01CF04","J01CF04","1","1","1","OXACILINA 1 G AMPOLLA","OXACILINA 1 G AMPOLLA","INY","GR",,"1",,,,"2200","0","2464","0","0","12","0","0",,
"414","J01OE080","J01OE080","1","1","1","PENICILINA G BENZATINICA 1.200.000 UI POLVO PARA R","PENICILINA G BENZATINICA 1.200.000 UI POLVO PARA R","OLVO RECONSTITUIR","UI",,"1200000",,,,"1880","0","2106","0","0","12","33","0",,
"415","1010E08","1010E08","1","1","1","PENICILINA G BENZATINICA 2.400.000 UI POLVO PARA R","PENICILINA G BENZATINICA 2.400.000 UI POLVO PARA R","POLVO RECONSTITUIR","UI",,"2400000",,,,"2064","0","2312","0","0","12","7","0",,
"416","J0I0E01","J0I0E01","1","1","1","PENICILINA G SADICA 1.000.0000 UI AMPOLLA","PENICILINA G SADICA 1.000.0000 UI AMPOLLA","INY","UI/ML",,"1000000",,,,"1700","0","1904","0","0","12","0","0",,
"417","J010E01","J010E01","1","1","1","PENICILINA G SADICA 5.000.0000 UI AMPOLLA","PENICILINA G SADICA 5.000.0000 UI AMPOLLA","INY","UI/ML",,"5000000",,,,"2800","0","3136","0","0","12","0","0",,
"418","N05AC04","N05AC04","1","1","1","PIPOTIAZINA 25 MG AMPOLLA","PIPOTIAZINA 25 MG AMPOLLA","INY","MG",,"25",,,,"4267","0","8288","0","0","12","10","0",,
"419","PO2CC01","PO2CC01","1","1","1","PIRANTEL (EMBONATO O PAMOATO)250 MG TABLETA","PIRANTEL (EMBONATO O PAMOATO)250 MG TABLETA","TAB","MG",,"250",,,,"500","0","560","0","0","12","0","0",,"A"
"420","D06B304","D06B304","1","1","1","PODOFILINA 20% SUSP .FCO X 5 ML","PODOFILINA 20% SUSP .FCO X 5 ML","SUSP","&",,"20",,,,"15000","0","16800","0","0","12","0","0",,
"421","B05XA01","B05XA01","1","1","1","POTASIO CLORURO 2 MG/ML 10 ML","POTACIO CLORURO 2 MG/ML 10 ML","INY","MG",,"2",,,,"0","0","0","0","0","12","0","0",,"A"
"422","501CA02","501CA02","1","1","1","PREDNISOLONA 1%+FENILEFR 0.12%SOL OFT FCO*5ML","PREDNISOLONA 1%+FENILEFR 0.12%SOL OFT FCO*5ML","GOTAS","%",,"1-0.12",,,,"14000","0","15680","0","0","12","0","0",,"A"
"423","0020600-01","H02AB06","1","1","1","PREDNISOLONA 5 MG TABLETA","PREDNISOLONA 5MG TABLETA","TABLETA","MG",,"5",,,,"59","0","66","0","0","12","60","0",,
"424","CO7AA05","CO7AA05","1","1","1","PROPANOLOL CLORHIDRATO 40 MG TABLETA","PROPANOLOL CLORHIDRATO 40 MG TABLETA","TAB","MG",,"40",,,,"100","0","112","0","0","12","0","0",,"A"
"425","AO2BA02","AO2BA02","1","1","1","RANITIDINA 150MG TABLETA","RANITIDINA 150MG TABLETA","TABLETA","MG",,"150MG",,,,"59","0","66","0","0","12","35","0",,
"426","A02BA02","A02BA02","1","1","1","RANITIDINA 50MG/2ML SOLUCIÓN INYECTABLE","RANITIDINA 50MG/2ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"50MG/2ML",,,,"335","0","376","0","0","12","10","0",,
"427","N05AX08","N05AX08","1","1","1","RISPERIDONA 3 MG TABLETA","RISPERIDONA 3 MG TABLETA","TABLETA","MG",,"3",,,,"324","0","363","0","0","12","729","0",,
"428","N05AX08","N05AX08","1","1","1","RISPERIDONA 1 MG TABLETA","RISPERIDONA 1 MG TABLETA","TAB","MG",,"1",,,,"199","0","223","0","0","12","0","0",,"A"
"429","19998043","19998043","1","1","1","RISPERDAL CONSTA 37 5 MG AMPOLLA","RISPERDAL CONSTA 37 5 MG AMPOLLA","INY","MG",,"37.5",,,,"412114","0","461568","0","0","12","0","0",,"A"
"430","20011983-01","R03AC02","1","1","1","SALBUTAMOL 100MCG/DOSIS INHALADOR X 200 DOSIS","SALBUTAMOL 100MCG/DOSIS INHALADOR X 200 DOSIS","INHALADOR","MCG",,"100",,,,"3770","0","4222","0","0","12","13","0",,
"431","AO7CA99","AO7CA99","1","3","1","SALES DE REHIDRATACION ORAL 28.4G","SALES DE REHIDRATACION ORAL 28.4G","SOBRE","G",," 28.4G",,,,"1400","0","1568","0","0","12","38","0",,
"432","11332573-01","N06AB06","1","1","1","SERTRALINA 50MG TABLETA","SERTRALINA 50MG TABLETA","TABLETA","MG",,"50",,,,"85","0","101","0","0","12","1205","0",,
"433","B05XA02","B05XA02","1","1","1","SODIO BICARBONATO SOL INY 1 MG/IML","SODIO BICARBONATO SOL INY 1 MG/IML","INY","MG",,"1",,,,"0","0","0","0","0","12","0","0",,"A"
"434","B05XA03","B05XA03","1","1","1","SODIO CLORURO 0.9% BOLSA X 500 ML","SODIO CLORURO 0.9% BOLSA X 500 ML","INY","%",,"0.9",,,,"5000","0","5600","0","0","12","0","0",,"A"
"435","B05XA03","B05XA03","1","1","1","SODIO CLORURO  2 MEQ/ML AMPOLLA","SODIO CLORURO  2 MEQ/ML AMPOLLA","INY","MG",,"2",,,,"600","0","672","0","0","12","0","0",,"A"
"436","AO2BX02","AO2BX02","1","1","1","SUCRALFATO 1 G TABLETA","SUCRALFATO 1 G TABLETA","TABLETA","GR",,"1",,,,"309","0","346","0","0","12","30","0",,
"437","501AB0401","501AB0401","1","1","1","SULFASETAMIDA 10% SOL OFT FCO X 15 ML","SULFASETAMIDA 10% SOL OFT FCO X 15 ML","GOTAS","%",,"10",,,,"7500","0","8400","0","0","12","0","0",,"A"
